,n_killed,n_injured,latitude,longitude,Year,Month,Day,labels
185837,0,0,38.886,-76.9259,2017,5,7,0
18989,0,1,26.0012,-80.149,2014,5,3,0
208764,1,0,43.0187,-89.5224,2017,9,7,0
125038,0,1,39.7428,-75.566,2016,5,1,0
229404,0,0,43.4882,-88.2216,2018,1,3,0
1711,1,0,39.2988,-76.6116,2014,1,7,0
221015,0,1,39.9272,-82.9956,2017,11,4,0
16033,0,0,41.6666,-86.2856,2014,5,3,0
163718,0,1,31.3357,-89.3222,2016,12,4,0
94456,0,1,39.4323,-76.3154,2015,10,4,0
133330,0,1,41.5939,-87.6665,2016,7,6,0
211557,0,0,37.7817,-81.3629,2017,10,2,0
19407,0,0,35.0521,-89.981,2014,5,6,0
70941,0,1,34.0058,-118.256,2015,5,3,0
55386,0,0,40.9636,-75.9701,2015,1,2,0
78062,0,4,43.0334,-76.1612,2015,7,7,0
179449,0,0,29.9588,-89.9674,2017,4,7,0
74084,0,0,35.2235,-80.9442,2015,6,2,0
42184,0,0,35.4281,-97.583,2014,10,6,0
15768,1,0,40.7564,-74.1893,2014,5,1,0
124342,1,0,33.5127,-86.7846,2016,5,4,0
169841,0,1,38.1617,-79.0937,2017,2,4,0
185338,0,1,35.011,-90.0258,2017,5,4,0
112854,0,1,41.8793,-87.7406,2016,2,6,0
40076,0,0,40.6164,-74.0839,2014,10,7,0
99814,0,0,47.6611,-117.432,2015,11,6,0
17993,0,1,29.7389,-95.4826,2014,5,4,0
69863,0,0,35.9989,-83.8686,2015,5,4,0
71657,0,1,30.2672,-97.7431,2015,5,1,0
216734,0,1,33.5757,-81.7207,2017,11,5,0
168099,1,0,35.5952,-97.6271,2017,1,7,0
76397,3,1,30.3317,-91.8221,2015,6,3,0
197430,0,1,30.6616,-88.1082,2017,7,1,0
182123,0,1,36.1873,-86.7721,2017,4,7,0
86333,0,1,39.2858,-76.6261,2015,8,1,0
47223,1,1,40.6216,-75.4321,2014,11,6,0
193529,1,0,41.7622,-87.7189,2017,6,1,0
117671,0,1,41.7651,-87.6529,2016,3,3,0
55516,0,0,30.2093,-97.6529,2015,1,3,0
235291,1,0,41.5993,-87.331,2018,3,7,0
45242,0,0,42.9182,-78.8405,2014,11,5,0
166212,0,0,39.9456,-75.2381,2017,1,3,0
76161,0,1,39.3471,-76.7339,2015,6,1,0
184542,0,0,36.7877,-119.862,2017,4,7,0
4645,0,0,38.0196,-84.5597,2014,1,6,0
112598,0,0,38.1814,-81.3285,2016,2,5,0
99458,0,2,40.6793,-73.9291,2015,11,3,0
169951,0,1,41.9302,-87.6869,2017,2,5,0
121811,0,0,30.2093,-97.6529,2016,4,2,0
183145,1,0,41.6022,-93.6655,2017,4,6,0
85583,0,1,32.9005,-80.01,2015,8,3,0
118610,0,0,34.242,-77.9057,2016,3,2,0
203012,1,0,39.3492,-76.6101,2017,8,6,0
216795,0,1,42.693,-84.5526,2017,11,6,0
104550,1,0,32.6496,-85.3909,2015,12,4,0
34525,0,1,43.0113,-87.9437,2014,9,2,0
9748,0,0,41.4161,-82.0788,2014,3,4,0
96275,0,1,41.9172,-87.7266,2015,10,3,0
223780,1,0,40.2093,-74.7606,2017,12,1,0
216490,1,0,32.0516,-81.1058,2017,11,4,0
193025,0,0,38.0546,-84.4697,2017,6,5,0
183648,0,0,42.0954,-71.0328,2017,4,1,0
85234,0,1,34.7325,-92.3136,2015,8,1,0
190207,0,0,41.2622,-95.9313,2017,5,3,0
5537,0,0,28.3044,-81.434,2014,2,6,0
167801,0,1,40.4155,-79.9676,2017,1,5,0
1757,0,0,31.556,-91.3908,2014,1,7,0
109941,0,0,32.4366,-84.9238,2016,1,6,0
123552,0,1,30.4904,-91.1393,2016,4,6,0
127715,1,0,37.9686,-121.791,2016,5,4,0
216634,0,2,42.3485,-87.849,2017,11,5,0
159486,0,1,41.6839,-87.6389,2016,12,5,0
62515,0,1,39.7474,-86.1943,2015,3,4,0
180228,0,3,41.736,-87.6473,2017,4,5,0
833,1,0,27.8006,-97.3964,2014,1,7,0
220196,1,0,38.966,-92.3749,2017,11,6,0
9306,0,1,41.4922,-81.663,2014,3,7,0
21216,0,1,43.0934,-87.9671,2014,6,4,0
88337,0,0,39.5469,-84.3839,2015,9,7,0
68801,0,0,61.2776,-149.632,2015,5,4,0
52168,0,1,38.6684,-90.2166,2015,1,5,0
191351,0,1,40.8292,-73.9077,2017,6,2,0
186921,1,0,42.9173,-78.8253,2017,5,6,0
204646,1,0,39.7874,-104.839,2017,8,1,0
66705,0,1,40.4174,-79.9882,2015,4,4,0
50007,0,0,36.0916,-115.151,2014,12,2,0
213365,1,0,34.0215,-118.345,2017,10,6,0
144675,0,0,41.1834,-73.1958,2016,9,1,0
162348,1,0,32.908,-80.0787,2016,12,2,0
10036,0,1,41.5894,-93.5527,2014,3,6,0
93689,1,0,41.8743,-87.7473,2015,10,6,0
221239,0,1,41.5613,-93.6257,2017,11,5,0
164924,0,1,33.6811,-84.3937,2017,1,2,0
133981,0,1,28.7186,-81.5919,2016,7,3,0
230704,0,1,38.0401,-84.4488,2018,1,4,0
222998,1,0,34.8706,-118.158,2017,12,3,0
150180,0,2,41.5596,-87.6559,2016,10,7,0
196164,1,0,39.9626,-86.0293,2017,7,2,0
199951,0,2,36.2397,-115.134,2017,7,2,0
231025,0,1,32.7958,-96.7832,2018,2,6,0
155210,0,0,30.2326,-81.8277,2016,11,1,0
91113,0,1,29.882,-90.0468,2015,9,3,0
118516,0,0,26.0698,-80.1367,2016,3,2,0
169801,0,1,39.9575,-75.2691,2017,2,4,0
18892,0,1,25.9159,-80.2062,2014,5,3,0
27381,0,0,37.6751,-97.4259,2014,7,2,0
150203,0,1,44.972,-93.1255,2016,10,7,0
97928,1,0,26.122,-80.1841,2015,11,6,0
136530,0,1,38.8573,-104.891,2016,7,4,0
40200,0,0,36.7577,-119.791,2014,10,7,0
51213,0,0,29.6578,-95.2767,2014,12,5,0
108856,0,0,35.335,-119.05,2016,1,6,0
76929,0,0,42.844,-106.387,2015,6,7,0
47241,2,0,41.467,-81.6147,2014,11,7,0
95252,0,1,39.2818,-76.6386,2015,10,3,0
60122,0,1,40.7187,-84.0995,2015,3,1,0
989,0,0,38.2331,-85.764,2014,1,1,0
194580,0,1,38.5428,-121.471,2017,6,7,0
196651,0,0,44.5289,-88.0606,2017,7,4,0
125799,0,1,35.5296,-97.5704,2016,5,6,0
163639,0,0,35.5753,-114.293,2016,12,3,0
66286,0,2,43.0311,-83.716,2015,4,1,0
94919,0,2,31.7161,-110.077,2015,10,1,0
5822,0,0,32.9719,-80.2072,2014,2,2,0
123962,0,0,41.2028,-73.2167,2016,5,1,0
174735,0,0,30.7371,-98.6777,2017,3,6,0
18890,1,0,36.1816,-121.151,2014,5,3,0
235652,0,0,42.4145,-83.1645,2018,3,2,0
52516,1,0,27.7123,-97.4276,2015,1,7,0
179548,0,0,38.8945,-104.721,2017,4,1,0
125036,0,0,38.3687,-81.5967,2016,5,1,0
147138,0,0,35.6072,-77.3848,2016,9,2,0
84872,0,0,40.7369,-89.6125,2015,8,6,0
228922,0,1,35.3894,-118.984,2018,1,7,0
110132,0,0,40.113,-88.2888,2016,1,1,0
207820,0,0,41.1688,-73.2151,2017,9,7,0
160543,0,1,40.2261,-74.7714,2016,12,5,0
139077,0,1,42.0263,-87.7354,2016,8,5,0
144606,2,0,40.6149,-123.456,2016,9,1,0
52695,0,1,43.0357,-76.179,2015,1,1,0
111425,0,1,37.764,-122.166,2016,2,3,0
86659,0,0,42.1745,-73.654,2015,8,3,0
211166,2,0,37.7563,-122.432,2017,9,7,0
71214,0,0,34.2416,-77.9372,2015,5,5,0
33145,1,1,42.9678,-91.8086,2014,8,7,0
13205,0,1,39.9526,-75.1652,2014,4,2,0
29238,0,1,37.3492,-81.2577,2014,7,5,0
86149,1,1,41.6027,-87.6471,2015,8,7,0
211290,0,0,32.2154,-80.7221,2017,10,1,0
231969,0,1,39.5012,-119.796,2018,2,6,0
132356,1,0,34.2813,-83.8302,2016,6,7,0
46969,0,0,34.7726,-84.9783,2014,11,4,0
176409,0,0,40.5981,-124.159,2017,3,4,0
25502,1,1,43.0651,-83.6965,2014,7,4,0
215514,0,1,39.0397,-95.6861,2017,10,5,0
45969,0,0,34.979,-81.0832,2014,11,3,0
227953,0,1,34.9718,-82.1365,2018,1,1,0
203381,0,0,41.0478,-87.87,2017,8,1,0
9645,0,1,29.7654,-95.3663,2014,3,3,0
75497,0,0,32.3687,-81.5727,2015,6,4,0
211676,1,0,41.0541,-76.2367,2017,10,3,0
8028,0,0,33.316,-111.836,2014,3,3,0
232948,0,1,41.8087,-87.6589,2018,2,6,0
187285,0,2,37.656,-122.1,2017,5,1,0
184236,1,0,41.3612,-73.7395,2017,4,5,0
125044,1,0,40.6759,-73.9025,2016,5,1,0
129478,0,4,44.9863,-93.2982,2016,6,1,0
85522,0,1,41.5068,-74.0106,2015,8,3,0
14130,1,0,33.6898,-85.836,2014,4,3,0
24139,0,3,38.7362,-90.2812,2014,7,3,0
224369,0,2,35.208,-80.9171,2017,12,5,0
170902,1,1,35.9679,-79.9912,2017,2,4,0
183775,0,0,43.0563,-87.9401,2017,4,2,0
89645,4,0,30.5576,-91.0835,2015,9,1,0
138857,0,3,41.7863,-72.6838,2016,8,4,0
98150,0,2,39.0763,-94.5295,2015,11,1,0
239417,0,1,35.0208,-90.0216,2018,3,5,0
216248,0,0,42.738,-87.8004,2017,10,2,0
137067,0,1,29.8021,-95.3241,2016,7,1,0
224938,0,0,42.4693,-70.9364,2017,12,2,0
8812,0,0,39.9152,-82.8736,2014,3,3,0
189255,0,0,47.9846,-122.213,2017,5,5,0
71527,0,0,48.5937,-109.215,2015,5,7,0
223298,0,1,36.1885,-95.9232,2017,12,5,0
56700,0,1,39.778,-84.5662,2015,2,7,0
134253,0,1,39.4207,-75.2437,2016,7,4,0
73506,0,0,41.2765,-95.9549,2015,6,5,0
26618,1,0,28.1299,-82.3598,2014,7,4,0
232234,4,3,42.4216,-83.0539,2018,2,1,0
91843,0,0,26.0698,-80.1367,2015,9,7,0
3243,0,0,33.7477,-116.931,2014,1,3,0
2881,0,0,38.8602,-76.9902,2014,1,7,0
103931,0,0,48.1009,-114.524,2015,12,7,0
183919,1,0,40.2764,-76.8938,2017,4,3,0
206394,1,2,35.9649,-79.9602,2017,8,5,0
86724,0,0,34.5992,-87.0312,2015,8,3,0
238935,1,1,39.1585,-86.5685,2018,3,2,0
134341,0,1,34.8834,-82.3996,2016,7,4,0
67122,0,2,30.354,-81.6927,2015,4,7,0
78929,0,1,39.8109,-86.2559,2015,7,5,0
215839,1,0,39.7049,-75.1043,2017,10,7,0
146576,0,1,34.1654,-97.3871,2016,9,5,0
159461,0,0,41.5374,-72.64,2016,12,5,0
231349,0,1,44.983,-93.2356,2018,2,1,0
235065,0,0,38.6156,-76.9371,2018,3,5,0
231902,0,0,29.9422,-90.0731,2018,2,5,0
112733,0,1,41.8539,-71.4438,2016,2,6,0
66917,0,0,39.7281,-86.2513,2015,4,6,0
165341,0,0,29.7663,-95.7498,2017,1,4,0
25698,1,0,38.6799,-90.1583,2014,7,6,0
134687,1,0,37.9925,-121.299,2016,7,7,0
63624,0,1,41.7739,-87.6632,2015,4,5,0
62464,0,1,29.9436,-90.0863,2015,3,4,0
102902,0,1,32.341,-86.3008,2015,12,7,0
43582,0,1,41.7634,-87.7101,2014,10,7,0
184182,0,0,40.7244,-73.8047,2017,4,4,0
148789,0,0,42.406,-88.179,2016,9,5,0
221569,0,1,36.9751,-85.919,2017,12,7,0
223787,1,0,45.6926,-121.91,2017,12,1,0
23545,0,0,27.7241,-97.3784,2014,6,6,0
130589,0,1,40.4919,-86.1312,2016,6,1,0
150836,0,2,35.0668,-79.0147,2016,10,4,0
177906,0,0,38.7643,-76.9896,2017,3,6,0
25691,0,0,45.5867,-122.587,2014,7,6,0
210947,0,0,33.5831,-111.929,2017,9,6,0
57497,1,0,39.0715,-94.6402,2015,2,6,0
100546,1,0,42.3367,-83.0284,2015,11,4,0
231779,0,1,39.9757,-104.835,2018,2,4,0
88521,0,2,33.7014,-84.4085,2015,9,1,0
5408,0,0,46.8644,-113.973,2014,2,5,0
206751,0,1,41.7685,-87.6664,2017,9,7,0
227312,3,0,40.8341,-73.8721,2018,1,4,0
210815,0,0,40.8514,-81.4174,2017,9,5,0
100746,0,1,38.9585,-76.5005,2015,11,6,0
76345,1,1,38.6598,-90.2029,2015,6,3,0
153550,0,1,39.0858,-85.4097,2016,10,6,0
31713,1,0,33.4912,-112.039,2014,8,6,0
90277,0,0,27.636,-81.5166,2015,9,5,0
211494,0,0,38.5345,-89.1275,2017,10,2,0
206278,0,1,39.8301,-75.2456,2017,8,4,0
74275,0,0,34.4398,-88.1409,2015,6,3,0
148733,0,2,34.8318,-82.3071,2016,9,5,0
66680,0,0,32.9336,-102.57,2015,4,4,0
51472,1,0,36.3597,-79.6768,2014,12,7,0
133931,0,0,34.6276,-98.6433,2016,7,2,0
58042,1,1,40.768,-74.1621,2015,2,5,0
130747,0,1,40.4762,-89.0161,2016,6,3,0
129545,0,2,39.7855,-86.097,2016,6,2,0
3848,0,0,35.5759,-77.4261,2014,1,1,0
234745,0,1,32.4303,-80.738,2018,2,3,0
85752,1,0,25.8176,-80.2304,2015,8,5,0
192603,1,0,42.2809,-71.0911,2017,6,2,0
81954,0,0,27.4731,-99.4685,2015,7,2,0
43730,0,0,30.3558,-91.1339,2014,10,1,0
31857,0,3,40.7332,-73.981,2014,8,7,0
212371,0,1,33.4948,-112.03,2017,10,7,0
99632,1,0,40.674,-73.5855,2015,11,4,0
186788,0,0,41.7594,-72.7094,2017,5,5,0
125139,0,1,38.9181,-77.0247,2016,5,2,0
233717,0,0,39.283,-76.5487,2018,2,4,0
17347,1,0,35.8877,-119.273,2014,5,6,0
56251,1,1,30.0889,-96.0039,2015,2,3,0
46672,0,0,37.7451,-122.171,2014,11,1,0
193516,0,1,29.1855,-82.1494,2017,6,1,0
231987,0,1,37.7691,-122.194,2018,2,6,0
218924,0,0,30.4492,-91.1871,2017,11,5,0
90903,0,1,41.794,-87.6245,2015,9,1,0
48242,0,0,42.6289,-83.2807,2014,11,1,0
89143,0,1,36.1853,-95.9879,2015,9,4,0
217781,0,0,48.2131,-101.283,2017,11,5,0
86910,0,1,36.1847,-95.9935,2015,8,5,0
124792,1,0,30.3058,-81.8847,2016,5,7,0
116955,0,0,29.284,-81.061,2016,3,6,0
16484,0,0,33.5562,-84.4031,2014,5,7,0
199598,1,0,35.7496,-80.1051,2017,7,7,0
6184,0,1,33.4228,-104.527,2014,2,5,0
224276,0,0,37.7119,-97.2939,2017,12,4,0
23752,0,1,40.2344,-76.8279,2014,6,1,0
154065,0,0,42.0776,-73.9529,2016,10,2,0
63839,0,1,39.7736,-86.1755,2015,4,6,0
106523,0,1,41.0501,-85.1301,2016,1,3,0
31950,0,0,33.5341,-81.838,2014,8,7,0
12573,3,0,32.5716,-80.8153,2014,4,5,0
159266,0,0,34.9923,-81.9592,2016,11,4,0
47998,1,0,36.82,-108.058,2014,11,6,0
229873,0,1,38.2352,-84.5447,2018,1,6,0
80662,0,0,42.3717,-71.0359,2015,7,2,0
118690,0,2,28.4944,-81.401,2016,3,3,0
140757,0,0,42.6338,-71.3511,2016,8,7,0
108537,0,0,29.1041,-82.0542,2016,1,4,0
132851,1,1,32.1503,-90.1171,2016,6,3,0
66352,0,3,41.7506,-87.666,2015,4,1,0
193925,1,0,35.2255,-80.74,2017,6,3,0
111528,0,1,29.5197,-98.5485,2016,2,3,0
121849,0,0,35.1604,-89.7917,2016,4,2,0
219073,0,1,38.5945,-121.407,2017,11,6,0
50750,0,1,29.9556,-90.068,2014,12,1,0
153889,0,1,41.6277,-93.6211,2016,10,1,0
46715,1,0,41.1262,-80.6597,2014,11,2,0
229110,0,1,34.2179,-77.928,2018,1,1,0
12164,1,0,28.7132,-81.2078,2014,4,1,0
56143,0,1,36.6035,-119.363,2015,2,1,0
172900,0,0,29.9431,-90.079,2017,2,2,0
132021,0,1,39.9582,-76.7405,2016,6,5,0
115478,1,0,41.0847,-81.5508,2016,3,3,0
57684,0,0,35.4733,-97.5182,2015,2,1,0
115619,0,1,40.7137,-74.0609,2016,3,4,0
37498,0,3,41.881,-87.6247,2014,9,5,0
90804,0,1,30.2293,-93.1998,2015,9,1,0
38631,0,1,36.1304,-95.8867,2014,9,5,0
216441,0,0,42.4335,-83.0046,2017,10,3,0
205892,0,0,42.2587,-71.8084,2017,8,2,0
68525,0,0,34.0556,-83.7685,2015,5,2,0
82493,0,1,41.615,-93.6054,2015,7,6,0
230176,0,0,37.1095,-84.6545,2018,1,7,0
187840,0,0,32.5688,-91.9907,2017,5,4,0
75682,1,0,35.4933,-97.5185,2015,6,5,0
22409,0,1,40.0491,-75.0965,2014,6,6,0
198099,0,0,29.9551,-90.0747,2017,7,5,0
88743,0,1,39.9922,-75.1947,2015,9,2,0
127414,1,0,33.5597,-84.3381,2016,5,2,0
226854,0,0,42.5115,-94.1709,2018,1,1,0
161745,0,0,58.4732,-134.782,2016,12,5,0
136573,1,0,41.7811,-87.7035,2016,7,4,0
130025,0,0,47.111,-118.524,2016,6,5,0
231479,0,0,43.6334,-70.2687,2018,2,2,0
47822,0,1,29.9416,-90.0836,2014,11,4,0
231865,0,1,42.1865,-72.6086,2018,2,5,0
187318,0,0,44.9651,-93.2676,2017,5,1,0
44683,0,0,29.8774,-93.9485,2014,11,1,0
15132,0,0,41.5309,-81.5353,2014,4,3,0
93452,0,0,40.6468,-73.7822,2015,10,5,0
12355,0,1,40.019,-75.1172,2014,4,3,0
238605,0,0,41.533,-90.5873,2018,3,7,0
216492,0,0,42.3293,-71.0851,2017,11,4,0
109395,0,1,34.9507,-81.0612,2016,1,3,0
50111,0,1,39.1371,-84.5506,2014,12,3,0
182419,0,1,41.9094,-87.7657,2017,4,2,0
203647,1,0,34.4924,-83.1749,2017,8,2,0
95994,0,1,36.0569,-79.8891,2015,10,1,0
103728,0,0,34.07,-118.034,2015,12,6,0
155205,0,0,30.4739,-91.1559,2016,11,1,0
200730,0,1,41.6594,-83.532,2017,7,7,0
81810,0,0,41.7828,-87.6425,2015,7,1,0
201115,0,1,37.7338,-84.2876,2017,7,2,0
38480,0,1,44.5614,-72.5927,2014,9,4,0
93081,0,1,35.2419,-89.9968,2015,10,2,0
238512,1,0,28.5863,-81.4729,2018,3,7,0
37795,0,0,37.7591,-122.177,2014,9,7,0
112014,0,1,34.2026,-90.5756,2016,2,7,0
211243,0,1,38.9126,-77.0219,2017,9,7,0
98626,0,0,45.6394,-122.655,2015,11,4,0
165456,0,1,37.7747,-122.175,2017,1,5,0
143496,0,0,43.9833,-75.8901,2016,8,1,0
19889,0,1,31.1595,-83.7892,2014,6,2,0
179888,0,0,26.2164,-98.2359,2017,4,3,0
65353,0,0,42.3043,-71.0809,2015,4,2,0
62053,0,1,39.9941,-75.1009,2015,3,1,0
173701,0,1,41.2052,-95.957,2017,2,6,0
74788,0,1,36.1461,-80.2491,2015,6,6,0
141137,0,0,42.0703,-87.7304,2016,8,2,0
37410,0,0,45.6649,-122.585,2014,9,4,0
164191,1,1,29.363,-98.4268,2016,12,6,0
207527,0,0,39.4205,-104.884,2017,9,5,0
33227,0,0,38.8437,-76.8849,2014,8,7,0
12911,0,0,41.3048,-72.923,2014,4,7,0
179857,0,0,35.4936,-82.984,2017,4,3,0
43192,1,0,26.7601,-80.215,2014,10,5,0
36226,0,0,36.4289,-97.8867,2014,9,5,0
156176,0,1,40.7728,-74.2371,2016,11,7,0
95854,1,0,42.5829,-88.0953,2015,10,7,0
104595,1,0,41.7549,-87.5518,2015,12,5,0
33355,0,1,35.4841,-97.5745,2014,8,1,0
237837,0,0,33.4538,-112.074,2018,3,2,0
207604,0,0,38.1446,-85.5993,2017,9,6,0
157480,1,0,33.8051,-116.46,2016,11,1,0
31080,0,0,34.726,-76.7662,2014,8,2,0
171454,1,0,38.9179,-94.5066,2017,2,7,0
102399,0,0,39.2907,-76.6473,2015,12,4,0
66127,0,0,43.0945,-79.0544,2015,4,7,0
117873,0,1,39.1841,-84.4107,2016,3,5,0
54717,0,1,61.2077,-149.812,2015,1,4,0
179236,0,0,30.6633,-88.1355,2017,3,6,0
191718,0,0,41.7603,-72.7119,2017,6,4,0
197499,0,0,47.3973,-122.162,2017,7,2,0
224976,1,0,41.7468,-87.623,2017,12,2,0
112046,0,0,41.4574,-71.9747,2016,2,1,0
183376,0,0,43.1014,-87.9503,2017,4,7,0
98903,0,0,41.3361,-72.9433,2015,11,6,0
212731,0,1,42.6399,-87.9011,2017,10,2,0
156315,0,1,41.808,-87.5988,2016,11,1,0
70744,0,0,34.9032,-82.3247,2015,5,2,0
94113,0,1,43.0225,-76.1255,2015,10,2,0
4294,1,0,44.0319,-122.924,2014,1,4,0
233858,0,0,41.4361,-82.6675,2018,2,5,0
111970,0,1,32.2213,-110.995,2016,2,7,0
98239,0,1,41.5178,-88.0868,2015,11,1,0
229126,0,3,34.4701,-117.316,2018,1,1,0
218386,0,1,42.2667,-84.401,2017,11,2,0
33509,0,0,42.3597,-87.845,2014,8,2,0
225270,0,1,37.7844,-122.409,2017,12,4,0
179325,1,0,41.8949,-87.7558,2017,4,7,0
24169,0,0,30.6803,-87.8211,2014,7,3,0
32175,0,2,39.2806,-76.6492,2014,8,2,0
59579,1,0,40.8498,-73.8998,2015,3,4,0
234187,0,1,33.87,-84.6236,2018,2,7,0
99971,1,0,36.1168,-115.2,2015,11,7,0
125777,0,1,40.8532,-73.8931,2016,5,6,0
145710,0,0,43.637,-72.2524,2016,9,7,0
53130,0,1,40.7315,-111.883,2015,1,5,0
180085,0,0,33.7306,-118.292,2017,4,4,0
162050,1,0,38.2385,-85.8042,2016,12,7,0
143139,1,0,33.96,-118.3,2016,8,7,0
15344,1,2,34.2084,-118.477,2014,5,5,0
67376,0,0,31.0969,-97.7483,2015,4,2,0
150263,0,1,39.7629,-86.1398,2016,10,1,0
155254,0,0,34.1096,-117.248,2016,11,1,0
120262,0,0,43.035,-89.4529,2016,4,6,0
185180,0,0,39.1605,-75.5295,2017,5,3,0
134847,0,1,38.8332,-76.9944,2016,7,1,0
221573,0,0,29.97,-92.124,2017,12,7,0
162247,0,0,39.4788,-75.0216,2016,12,1,0
132847,0,1,33.6694,-79.5474,2016,6,3,0
65380,0,0,43.2219,-90.2442,2015,4,2,0
124463,0,0,32.7791,-79.9381,2016,5,5,0
67452,0,0,37.6564,-97.4314,2015,4,2,0
149284,1,1,38.6301,-90.1935,2016,10,1,0
50127,0,1,31.7741,-81.6326,2014,12,3,0
2802,0,0,26.6541,-81.8006,2014,1,7,0
32960,0,1,41.2975,-72.9287,2014,8,6,0
44,3,2,37.3603,-120.654,2013,3,7,0
219681,1,1,34.1746,-82.1467,2017,11,3,0
61867,0,1,42.8928,-78.8898,2015,3,7,0
172021,0,0,35.3787,-118.941,2017,2,3,0
76697,0,0,42.0765,-71.0195,2015,6,5,0
80770,0,0,40.3422,-121.778,2015,7,2,0
153505,0,1,36.9773,-76.4152,2016,10,5,0
107811,0,1,30.8481,-93.2938,2016,1,5,0
25151,0,2,41.7832,-87.6572,2014,7,2,0
69948,0,0,39.3666,-74.4342,2015,5,4,0
37377,0,0,39.7571,-84.1823,2014,9,4,0
189769,0,1,35.0353,-90.0407,2017,5,1,0
162242,0,0,40.7816,-72.9475,2016,12,1,0
26892,1,0,40.1696,-123.619,2014,7,6,0
3061,2,0,35.0791,-78.9564,2014,1,2,0
111972,1,2,29.1882,-81.0877,2016,2,7,0
69657,0,1,29.6753,-82.3209,2015,5,3,0
186344,1,0,41.0712,-81.5751,2017,5,3,0
101834,1,0,30.7564,-88.0758,2015,12,7,0
218940,1,0,36.0245,-115.285,2017,11,5,0
82304,0,2,41.7872,-87.6524,2015,7,5,0
56015,0,0,43.0979,-75.2328,2015,1,7,0
219881,0,0,32.9224,-80.0823,2017,11,4,0
91836,0,0,36.7699,-121.797,2015,9,7,0
94809,0,1,40.0436,-75.165,2015,10,7,0
70838,0,0,34.1578,-118.149,2015,5,3,0
87252,1,0,35.9044,-86.3782,2015,8,7,0
117233,0,2,42.204,-72.6004,2016,3,1,0
211678,0,0,41.3419,-73.0842,2017,10,3,0
159652,0,0,30.76,-86.5806,2016,12,6,0
129879,0,1,39.7363,-84.2952,2016,6,4,0
31946,0,1,40.675,-89.6289,2014,8,7,0
170071,0,1,41.5327,-87.5084,2017,2,6,0
42442,0,0,32.2049,-81.2935,2014,10,1,0
3100,0,0,39.8193,-84.2811,2014,1,2,0
171490,1,1,35.5229,-78.3035,2017,2,7,0
135618,0,2,35.0286,-89.8712,2016,7,6,0
172442,0,1,42.1138,-72.5919,2017,2,6,0
73345,0,0,34.5594,-77.9222,2015,6,4,0
200743,0,0,41.6146,-87.2695,2017,7,7,0
223054,0,0,38.6178,-90.2565,2017,12,3,0
31156,0,0,34.223,-118.476,2014,8,3,0
235156,0,0,38.6788,-84.3806,2018,3,6,0
196753,1,0,30.4632,-88.9692,2017,7,5,0
32005,1,0,39.398,-76.562,2014,8,1,0
135528,0,1,43.1514,-77.6288,2016,7,5,0
133937,0,1,35.1793,-95.1037,2016,7,2,0
230816,0,0,35.2032,-84.8766,2018,2,5,0
28958,0,1,41.6192,-70.9261,2014,7,4,0
129411,0,1,42.3124,-85.1617,2016,6,1,0
176740,0,1,41.5803,-87.3285,2017,3,6,0
106262,1,0,38.6923,-90.2748,2016,1,2,0
223358,1,0,37.7835,-122.201,2017,12,5,0
69120,0,0,38.7192,-90.2604,2015,5,6,0
5429,0,0,38.6198,-90.3486,2014,2,5,0
3303,0,1,30.3631,-81.7054,2014,1,3,0
46106,0,1,39.3021,-76.6689,2014,11,4,0
16687,0,0,43.0112,-83.6899,2014,5,2,0
37794,1,0,41.8958,-87.7091,2014,9,7,0
232507,0,1,41.8254,-87.6338,2018,2,3,0
167214,1,0,30.6583,-88.0766,2017,1,2,0
41956,0,1,41.9155,-87.7102,2014,10,5,0
87533,0,0,33.4281,-112.037,2015,8,2,0
108824,0,0,33.7844,-118.17,2016,1,6,0
102611,1,0,40.7286,-74.2139,2015,12,5,0
45370,0,0,41.6322,-93.6054,2014,11,6,0
18980,0,0,41.1912,-73.2195,2014,5,3,0
115415,0,0,26.0698,-80.1367,2016,3,3,0
120804,0,0,28.436,-81.3065,2016,4,3,0
175413,0,0,30.2426,-97.7255,2017,3,4,0
74816,0,0,47.6129,-122.303,2015,6,6,0
136222,0,1,32.3258,-86.229,2016,7,2,0
41148,0,0,30.727,-98.2213,2014,10,7,0
94005,0,0,30.2937,-89.7854,2015,10,1,0
57748,1,0,40.6366,-74.1192,2015,2,2,0
14194,0,1,38.8813,-76.9269,2014,4,3,0
11324,0,1,39.36,-76.6018,2014,3,2,0
216970,0,0,41.4478,-82.7068,2017,11,7,0
180638,0,0,33.6663,-95.5505,2017,4,7,0
126449,0,1,37.8556,-122.283,2016,5,3,0
211899,0,0,43.0224,-87.959,2017,10,4,0
161587,0,0,35.0,-78.995,2016,12,4,0
198144,0,1,30.0954,-90.991,2017,7,6,0
30949,0,2,33.1962,-87.5648,2014,8,1,0
69389,0,0,41.1607,-73.2233,2015,5,1,0
95378,0,0,41.7863,-72.7006,2015,10,4,0
152984,0,0,30.3631,-81.7054,2016,10,2,0
205193,0,1,25.7626,-80.3102,2017,8,5,0
168999,0,1,39.7421,-75.5422,2017,1,6,0
190006,0,1,37.853,-92.1478,2017,5,2,0
179155,0,1,27.6399,-80.3994,2017,3,6,0
129629,0,0,37.9869,-87.576,2016,6,2,0
102920,1,0,34.6378,-98.4574,2015,12,7,0
116104,0,1,41.2492,-85.8525,2016,3,7,0
